no,school_code,school_name_th,school_name_en,province,district,subdistrict,address,official_website,website_source,opec_website,facebook,telephone,mobile,email,latitude,longitude,opec_profile_url,levels_offered,level_range,student_count,teacher_count,curriculums,licensee_name,director_name,manager_name,government_support,school_history,vision,mission,maxim,uniqueness,identity,tags,school_logo_url,line_id,instagram,tiktok,youtube
11,1110700012,นานาชาติ มอนเตสซอรี่ อะแคเดอมี่ แบงค็อก,Montessori Academy Bangkok,กรุงเทพมหานคร,บางนา,บางนา,1444 ถนน บางนา - ตราด แขวงบางนา เขตบางนา กรุงเทพมหานคร 10260,https://www.montessoribkk.com,Live Domain Match & Verification,,,,,,13.662484303,100.617766376,https://school.opec.go.th/school/1110700012,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",ก่อนอนุบาล - มัธยมศึกษาตอนปลาย,60,18,['Hershey Montessori school'],นางสาวเสาวนีย์ จิราธนันต์,นางสาววัชรี  สังวรณ์,นางสาววันทนีย์  จิราธนันต์,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=1725,,,,
12,1110700014,นานาชาติเค็นซิงตัน,Kensington Internation School,กรุงเทพมหานคร,ตลิ่งชัน,บางพรม,88 และ 88/1 แขวงบางพรม เขตตลิ่งชัน กรุงเทพมหานคร 10170,https://kensington.ac.th,Live Domain Match & Verification,,,,,,13.7553771,100.44974960000002,https://school.opec.go.th/school/1110700014,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา']",ก่อนอนุบาล - ประถมศึกษา,301,18,['English National Curriculum'],นางวราภรณ์   กาญจนวัฒน์ พันธุ์วิโรจน์,นางปิยวรรณ  พัฒนวรวัฒน์,นางวราภรณ์ กสญจนวัฒน์ พันธุ์วิโรจน์,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=1811,,,,
13,1110700015,นานาชาติแองโกลสิงคโปร์ สุขุมวิท 31,Anglo Singapore International School Sukumvit 31,กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ,"108/2, 108/3 ซอย สุขุมวิท 31 ถนน สุขุมวิท แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110",https://www.anglosingapore.ac.th,Live Domain Match & Verification,,,,,,13.7449467,100.57065160000002,https://school.opec.go.th/school/1110700015,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา']",ก่อนอนุบาล - ประถมศึกษา,356,80,['หลักสูตรของสาธารณรัฐสิงคโปร์'],,นางนฤมล เจริญเดช,นางนฤมล เจริญเดช,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=1861,,,,
14,1110700016,อนุบาลนานาชาติคิดส์ คิงดอม,Kids Kingdom International Kindergarten School,กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ,22และ22/1 ซอย สุขุมวิท 47 ถนน สุขุมวิท แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,https://kidskingdom.ac.th,OPEC Profile,https://kidskingdom.ac.th/,https://www.facebook.com/KidsKingdomBangkok/,022587242,0818367114,,13.7373724,100.5494486,https://school.opec.go.th/school/1110700016,['อนุบาล'],อนุบาล - อนุบาล,29,13,['International Preschool Curriculum (IPC)'],,นางภาวินี  อินกอ,นางสาวสุรัญจนี  สัจจเทพ,ไม่รับเงินอุดหนุน,"โรงเรียนอนุบาลนานาชาติคิดส์ คิงดอม ใช้หลักสูตร International Preschool Curriculum (IPC) ในการจัดการเรียนการสอนระดับก่อนประถมศึกษา สำหรับเด็กอายุ 3 ปี ถึง 6 ปี โดยมุ่งเน้นให้นักเรียนมีความรักในการเรียนรู้ผ่านการอบรมเลี้ยงดูและการส่งเสริมกระบวนการเรียนรู้ที่มีคุณภาพและเหมาะสมกับพัฒนาการทั้งด้านร่างกาย อารมณ์ สังคม และสติปัญญา โดยครูที่ผ่านการพัฒนาวิชาชีพโดยตรง มีคุณสมบัติที่เหมาะสมในการสนับสนุนการเรียนรู้ เรียนรู้ไปพร้อมกับเด็ก ส่งเสริมการพัฒนาทักษะในการดำเนินชีวิต จัดบรรยากาศภายในโรงเรียนและห้องเรียนที่มีความอบอุ่นและความเอื้ออาทร จัดสิ่งแวดล้อมที่เอื้อต่อการเรียนรู้จัดเตรียมสื่อและแหล่งเรียนรู้ที่หลากหลายโดยคำนึงถึงความปลอดภัยเป็นสำคัญ คงไว้ซึ่งการอนุรักษ์วัฒนธรรมและความเป็นไทย และพัฒนาศักยภาพของเด็กให้ปรากฏชัดเจนยิ่งขึ้น เพื่อนักเรียนเป็นผู้เรียนรู้ตลอดชีวิตที่มีความสุข และมีจิตใจที่ดี
งาม",เน้นให้นักเรียนมีพัฒนาการตามวัย ทั้งด้านร่างกายจิตใจ อารมณ์และสังคมอย่าง เต็มศักยภาพ เข้าใจธรรมชาติและสิ่งแวดล้อมรอบตัว และอยู่ในสังคมได้อย่างมี ความสุข ตลอดจนมีความรู้ ความเข้าใจในเนื้อหาทักษะตามรายวิชา และสามารถใช้ภาษาอังกฤษได้ตามเกณฑ์อย่างถูกต้อง,,,การสอนแบบเล่นปนเรียน (Playing and Learning) เน้นให้เด็กกล้าแสดงออก มีความเป็นผู้นำและผู้ตามที่ดี และสามา รถดำรงชีวิตในสังคมได้อย่างมีความสุข,เล่นและเรียนอย่างสร้างสรรค์,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=1863,,https://www.instagram.com/kidskingdombangkok/,,
15,1110700017,อนุบาลนานาชาติ คินเดอร์แบร์ อคาเดมี,Kinder Bear Academy International Preschool,กรุงเทพมหานคร,บึงกุ่ม,นวลจันทร์,159 ซอยนวลจันทร์ 36 ถนน นวลจันทร์ แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230,https://www.kinderschool.com,Live Domain Match & Verification,,,,,,13.8291415,100.64675149999994,https://school.opec.go.th/school/1110700017,"['ก่อนอนุบาล', 'อนุบาล']",ก่อนอนุบาล - อนุบาล,34,8,['Early Years Development Framework'],นางเขมณฐา ลดาวัลย์,นางนันทพร  นามแสง,นางเขมณฐา  ลดาวัลย์,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=1864,,,,
16,1110700018,อนุบาลนานาชาติคิดส์วิลเลจ,KIDZ VILLAGE INTERNATIONAL KINDERGARTEN,กรุงเทพมหานคร,ทวีวัฒนา,ศาลาธรรมสพน์,500 ซอย ศาลาธรรมสพน์ 11 ถนน ศาลาธรรมสพน์ แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170,https://kidz-village.ac.th,OPEC Profile,https://kidz-village.ac.th/,,028883336,0909753007,,13.7935544,100.38474910000002,https://school.opec.go.th/school/1110700018,"['ก่อนอนุบาล', 'อนุบาล']",ก่อนอนุบาล - อนุบาล,2,10,['British Curriculum'],นางสาวนันทพร เลิศประเสริฐคง,นายมูฮัมหมัด  มะลี,นางสาวนันทพร  เลิประเสริฐคง,ไม่รับเงินอุดหนุน,"โรงเรียนอนุบาลนานาชาติKidz Village ถูกก่อตั้งในพื้นที่ที่มีสภาพแวดล้อมทางธรรมชาติที่ทางกลุ่มผู้อํานวยการและคณะครูผู้สอนเล็งเห็นว่า ธรรมชาติมีความสําคัญต่อพัฒนาการการเรียนรู้ของเด็กในทุกๆด้าน ทั้งด้านสติปัญญา อารมณ์สังคม ร่างกาย ร่วมถึงจิตวิญญาณ” (Kellert, 2005) โดยทางคณะผู้จัดตั้งได้นําสถาปัตยกรรมไทยดั้งเดิม ที่เป็นลักษณะของโครงสร้างเพดานสูงมาออกแบบให้เป็นห้องเรียน ที่มีประตูเปิดเต็มผนังเพื่อให้อากาศถ่ายเท พร้อมทั้งสภาพแวดล้อมที่อุดมสมบูรณ์ของโรงเรียน ที่ครอบคลุมด้วยต้นไม้น้อยใหญ่คลองธรรมชาติสวน และ สนามเด็กเล่นที่กว้างขวาง และ สรรพสัตว์ที่สามารถขยายการเรียนรู้ของพวกเขาในสภาพแวดล้อมที่หลากหลายโดยใช้ทักษะและความรู้ในบริบทที่หลากหลาย ตลอดระยะเวลานับตั้งแต่ก่อตั้ง",โรงเรียนอนุบาลนานาชาติคิดส์วิลเลจ มุ่งส่งเสริมเรื่องพัฒนาการทางด้านอารมณ์ ด้านร่างกาย และการเข้าร่วมสังคมของเด็กๆ เพื่อให้พวกเขากลายเป็นพลเมืองดีและอยู่ร่วมกับเพื่อน ร่วมถึงผู้ใหญ่ในสังคมได้อย่างสบายใจและให้ความเคารพต่อผู้อื่นด้วย,โรงเรียนอนุบาลนานาชาติคิดส์วิลเลจ เล็งเห็นว่า การเรียนรู้จากการมีสภาพแวดล้อมตามธรรมชาติ จะสามารถกระตุ้นเด็กๆทุกคนด้วยกิจกรรมที่ส่งเสริมความคิดสร้างสรรค์และจินตนาการของพวกเขา,Happy learning in a natural environment  Supporting children to become lifelong learners,Kidz Village มอบหลักสูตรการเรียนรู้และการสอนที่ไม่เหมือนใคร โดยนำพื้นที่การเรียนรู้กลางแจ้งขนาดใหญ่ของโรงเรียน (พื้นที่ฟาร์ม สวน ทรายและน้ำ) เข้ามาในชีวิตประจำวัน นักเรียนจะได้รับคำแนะนำให้เรียนรู้และอยู่ร่วมกันอย่างปลอดภัยในธรรมชาติ โดยคำนึงถึงการดู,Kidz village คือ community ที่ให้สมาชิก เจ้าหน้าที่ นักเรียน และผู้ปกครอง รู้สึกถึงการต้อนรับอย่างอบอุ่น และเป็นที่พอใจ Community ของเรามีเป้าหมายร่วมกันในการจัดหาหลักสูตรการเรียนรู้ตั้งแต่เริ่มต้นที่ดีที่สุดสำหรับนักเรียนของเรา,"โรงเรียนอนุบาลนานาชาติ,หลักสูตรBritishcurriculum,โรงเรียนอนุบาล,โรงเรียนนานาชาติ,เตรียมอนุบาล,อนุบาลนานาชาติ,อนุบาลพุทธมณฑลสาย2,นานาชาติแถวพุทธมณฑลสาย2,internationalschool,Kindergarten,Learningcentre,Nursery,หลักสูตรนานาชาติ",https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=1989,,,,https://www.youtube.com/@kidzvillageinternational
17,1110700019,นานาชาตินีวาอเมริกัน,NIVA AMERICAN INTERNATIONAL SCHOOL,กรุงเทพมหานคร,บางกะปิ,คลองจั่น,2537 ลาดพร้าว 101 ถนน ลาดพร้าว แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240,https://www.niva.ac.th,Live Domain Match & Verification,,,,,,13.802777,100.6294438,https://school.opec.go.th/school/1110700019,"['อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",อนุบาล - มัธยมศึกษาตอนปลาย,365,27,"['หลักสูตรของประเทศสหรัฐอเมริกา จากมลรัฐมิสซิสซิปปี้', 'หลักสูตรของประเทศสหรัฐอเมริกา จากมลรัฐมิสซิสซิปปี']",,นางจิราวรรณ  จันทร์ปรียากุล,นายนาธานนนท์  ไชยสุริยันธารณ์,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2008,,,,
18,1110700020,นานาชาติแอ๊ดเวนต์รามคำแหง,RAMKHUMHAENG ADVENT INTERNATIONAL SCHOOL,กรุงเทพมหานคร,บางกะปิ,หัวหมาก,1 ซอย รามคำแหง 119 ถนน รามคำแหง แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240,https://www.rais.ac.th,OPEC Profile,https://www.rais.ac.th,https://www.facebook.com/rais1999,023700316,0877165777,,13.7684494,100.65838689999998,https://school.opec.go.th/school/1110700020,"['อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",อนุบาล - มัธยมศึกษาตอนปลาย,944,53,"['Common Core States Standards and New Generation Science Standrads', 'North American Division Curriculum']",นางสาวเพียงพิศ โพธิจันทร์,นางนุจรินทร์  ศรีกุเรชา,นางสาวทิพยาภรณ์  มาเสริฐศรี,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2009,@rais,https://www.instagram.com/rais_official/?hl=en,https://www.tiktok.com/@rais.school,https://www.youtube.com/@rais.school
19,1110700021,นานาชาติเทร็ลล์,TRAILL INTERNATIONAL SCHOOL,กรุงเทพมหานคร,บางกะปิ,หัวหมาก,36 ซอยรามคำแหง 18 ถนน รามคำแหง แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240,https://www.tis.ac.th,Live Domain Match & Verification,,,,,,13.7444611,100.57192150000003,https://school.opec.go.th/school/1110700021,"['อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",อนุบาล - มัธยมศึกษาตอนปลาย,423,64,['High School Diploma / อังกฤษ (สหราชอาณาจักร)'],นางสาวนฤมล เกษมราธิกุล,นางสุวารี  วัตยา,นายเฉลิม  เทร็ลล์,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2010,,,,
20,1110700022,อาร์ ซี อินเตอร์เนชั่นแนล สคูล,RC INTERNATIONAL SCHOOL,กรุงเทพมหานคร,ปทุมวัน,ลุมพินี,25/3-4 ซอยร่วมฤดี 1 ถนน เพลินจิต แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330,https://www.rcis.ac.th,Live Domain Match & Verification,,,,,,13.7393448,100.55042520000006,https://school.opec.go.th/school/1110700022,"['อนุบาล', 'ประถมศึกษา']",อนุบาล - ประถมศึกษา,148,24,"['Cambridge International Curriculum', 'สหราชอาณาจักร หลักสูตร IB']",นางจุฑามาศ  ภัทรมาลัย,นายกิตติเทพ  พงษ์ชัยโชค,นางธัญทิพย์  อภิชัยโชติรัตน์,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2011,,,,
21,1110700023,อนุบาลนานาชาติมัลเบอรี่เฮ้าส์,MULBERRYHOUSE INTERNATIONAL PRE-SCHOOL,กรุงเทพมหานคร,ปทุมวัน,ลุมพินี,7 ซอย ซอยต้นสน ถนน เพลินจิต แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330,https://www.mulberryhousepreschool.com,Live Domain Match & Verification,,,,,,13.7425493,100.54555929999992,https://school.opec.go.th/school/1110700023,['อนุบาล'],อนุบาล - อนุบาล,8,5,['Early Years Foundation Stage (EYFS)'],,,,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2012,,,,
22,1110700024,ร่วมฤดีวิเทศศึกษา,RUAMRUDEE INTERNATIONAL SCHOOL,กรุงเทพมหานคร,มีนบุรี,มีนบุรี,6 ซอย รามคำแหง 184 ถนน รามคำแหง แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510,https://www.rism.ac.th,Live Domain Match & Verification,,,,,,13.7388327,100.54866719999995,https://school.opec.go.th/school/1110700024,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",ก่อนอนุบาล - มัธยมศึกษาตอนปลาย,1106,165,"['หลักสูตร AP', 'หลักสูตร IB Diploma', 'หลักสูตร International Baccalaureate (IB)', 'หลักสูตรภาษาเยอรมัน', 'หลักสูตรสหรัฐอเมริกัน', 'American Education Reaches Out (AERO)']",นายธนู  กระทอง,นายจิตตพล ปลั่งกลาง,นายปิยะพงศ์  ศิริวิริยานันท์,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2013,,,,
23,1110700025,ประถมนานาชาติบรอมส์โกรฟ,BROMSGROVE INTERNATIONAL PRIMARY SCHOOL,กรุงเทพมหานคร,มีนบุรี,มีนบุรี,344  รามคำแหง 164 ถนน สุขาภิบาล 3 แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510,https://www.bromsgrove.ac.th,Live Domain Match & Verification,,,,,,13.8187801,100.7973283,https://school.opec.go.th/school/1110700025,"['อนุบาล', 'ประถมศึกษา']",อนุบาล - ประถมศึกษา,95,7,['Early Years Foundation Stage (EYFS) children aged 2-5 years and English National Curriculum (ENC) fo'],นางสาววิชชุพร สืบสุข,,นางสาวดวงรัตน์   อุฬารกุล,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2015,,,,
24,1110700026,นานาชาติฮาร์โรว์ กรุงเทพฯ,HARROW INTERNATIONAL SCHOOL,กรุงเทพมหานคร,ดอนเมือง,ดอนเมือง,45 ซอย ซอยโกสุมร่วมใจ 14 ถนน โกสุมร่วมใจ แขวงดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210,https://www.harrowschool.ac.th,Live Domain Match & Verification,,,,,,13.9062072,100.58388360000004,https://school.opec.go.th/school/1110700026,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",ก่อนอนุบาล - มัธยมศึกษาตอนปลาย,1647,290,"['The Early Years Foundation Stage (EYFS)', 'หลักสูตรแห่งชาติของสหราชอาณาจักรและเวลส์']",,นางสาวขนิษฐา พระวิเชนทร์,นางสาวขนิษฐา  พระวิเชนทร์,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2016,,,,
